movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;relative_increase;absolute_increase
transcendence;10;norse;/user/norse;Jul 10, 2015;"[ ""Wow - this was a great movie throughout. Very intelligently written, great actors and a realistic and thoughtful story. The anti-hero wins by giving up. Not a very popular one, unfortunately, but if you enjoyed ex machina, you will also like this movie. I came away extremely impressed."" ]";0.0;0.0;0.0;0.0;inf;10
looper;10;norse;/user/norse;Sep  3, 2013;"[ ""Outstanding movie. It also makes Bruce Willis the only actor to star in not one but two flawless time travel movies. The movie is much better than the trailers appear to indicate  the action isn't the focus, but a really deep, compelling and surprising story. I was seriously impressed with the consistency. The photography, acting, score and plot are superb as well, but the fact that the movie continues to surprise with unexpected plot twists while telling a convincing and not inane time travel story is astonishing. I wish I had seen this one in the theaters."" ]";2.0;6.0;2.0;4.0;inf;10
casino-royale;10;norse;/user/norse;Nov 16, 2012;"[ ""After reviewing Skyfall, I thought that I ought to give Casino Royale the 10 it so royally deserves in my opinion. Dench and Craig are my all-time favorite actors and are cast perfectly, the story is deep with a gut-wrenching twist. This is hands down the best Bond movie I've ever seen. And now I am going to go see it again ;)"" ]";0.0;0.0;0.0;0.0;inf;10
thor-the-dark-world;10;norse;/user/norse;Nov 24, 2013;"[ ""A fantastically great movie. If you've seen the original Thor, don't despair, this one's way better. If you liked the Avengers, this one topped it in my opinion  phenomenal graphics and score, a great ensemble of characters, Loki (ye old norse gods, I love Loki!), smart dialog and  the highest praise I personally can accord a movie  internal logical consistency. Fine storytelling, some real puzzlers left for continuity, but no extreme and clumsy cliffhangering. I'd go see it again right now if I could. Go spoil yourselves, this is the movie to see this day and month..."" ]";2.0;3.0;2.0;1.0;inf;10
hector-and-the-search-for-happiness;10;norse;/user/norse;Jan 25, 2016;"[ ""A case where the critics got it oh-so-wrong. The movie is beautiful in its cinematography, with outstanding actors delivering outstanding performances. Seriously, I've never seen Pegg this good. Respect. The way to story flows is amazing if you've gotten heartily sick of the usual in-your-face Hollywood fare. I was tired and cranky and really didn't want to see this movie, my girlfriend made here and what can I say, there's a reason I call her my better half."" ]";0.0;0.0;0.0;0.0;inf;10
batman-v-superman-dawn-of-justice;10;norse;/user/norse;Mar 29, 2016;"[ ""Wow. Heard it was bad, was blown away by the actual movie."", """", ""Did it have flaws? Yes. Overly insistent upon introduct DC characters. Yuck."", """", ""But - absolutely stellar acting throughout, no explaining just showing. And a very dark movie as opposed to your usual superhero arent-we-all-funny hijinks."", """", ""The only thing I'd have cut other than the character intros would have been the superfluous car chase scene..."" ]";3.0;9.0;3.0;6.0;inf;10
the-cabin-in-the-woods;10;goodterling;/user/goodterling;Apr 19, 2012;"[ ""Absolutely brilliant movie.  I think some people are going in expecting a slasher movie.  Don't do that.  It's more a black comedy wrapped around a great central concept.  Whedon's humor is all over this flick, and he's never been funnier.  Everybody praised Scream for the way it disassembled the horror genre, but Cabin does it SO much better."" ]";11.0;12.0;11.0;1.0;inf;10
the-avengers-2012;10;goodterling;/user/goodterling;May  8, 2012;"[ ""Taken on its own, it's a great action movie with laugh-out-loud comedy and fine character beats.  But you HAVE to factor in the \""degree of difficulty\"" of what Joss Whedon has accomplished.  By all rights this thing should have been a total mess.  All those heroes sharing one movie? Giving them all their proper character moments, action moments, individual plot arcs while simultaneously giving them proper interpersonal chemistry AND developing the Avengers organization WHILE progressing a movie plot.  Whedon pulled the sword from the stone and somehow  makes it all work. Much as I love Nolan I have to admit he could not have done this. This took all of Whedon's career of creating great \""family\"" dynamics show after show in his TV series.  It took real genius to pull off this movie, and the reviewers who can't see that should pack it in."" ]";2.0;5.0;2.0;3.0;inf;10
spotlight;10;DOUGK;/user/DOUGK;Nov 28, 2015;"[ ""Best movie of the year, great performances all around, great story and script, great photography. This is an important issue and we should be happy that film makers are willing to do this and make it clear that the church hierarchy was guilty. There has been a study showing that priests are no more likely than other men to be child molesters, however, they have far more access to children than most men have. Therefore, they are far more dangerous on average. The church failed miserably in protecting children, it probably is still failing and still trying to protect itself and its people rather than children."" ]";2.0;4.0;2.0;2.0;inf;10
run-all-night;10;MovieView;/user/MovieView;Mar 18, 2015;"[ ""The teaming of Neeson/Harris was a superior choice. Their movie RAN is better than any of the \""Taken\"" movies that Neeson is so well noted for. The thriller/action story line is simple to follow. No (3) sub-plots, 18 different people/names to remember or not being able to understand every 3rd word of the dialog. I could have gone the next day and sat thru the entire movie again and enjoy it as if I first seen it. A mob type movie that would have made the Mafia proud. Neeson said once in an interview that he is getting to old to be on the screen as a tough guy beating the hell out of two people at the same time. He may be in his sixties but it sure doesn't show on the screen. He pulls off the tough guy effortlessly. If you enjoyed the \""Taken\"" series you'll walk away from RAN completely satisfied. Can't wait to make this movie a part of my dvd collection."" ]";2.0;6.0;2.0;4.0;inf;10
inside-out-2015;10;emirbud;/user/emirbud;Jul 18, 2015;"[ ""Delightful! I truly think this is the best animated movie ever. But that is just me. Some people may not find it so entertaining or satisfying. It's a family movie not doubt. It is smart, funny, deep, original, sad, disturbing at times, complex for such genre. All in all, high quality stuff. I recommend it wholeheartedly."" ]";1.0;1.0;1.0;0.0;inf;10
touching-the-void;10;emirbud;/user/emirbud;Mar 18, 2015;[];0.0;0.0;0.0;0.0;inf;10
the-hobbit-an-unexpected-journey;10;zeyad;/user/zeyad;Jul 13, 2013;[];0.0;2.0;0.0;2.0;inf;10
jack-reacher;10;Benarden;/user/Benarden;Dec 27, 2012;"[ ""Decided to see \"" Jack Reacher\"", having read all ( seventeen? ) of Lee Childs \"" Jack Reacher\"" books. What a great movie!"", ""Tense & gritty & taught &  \"" Noirish\"" & fast paced."", """", ""Tom Cruise channels the \"" Jack Reacher\"" essence, as written by Lee Child, distilling the detection, the intellect, the minutae of \"" what doesn't fit in an air tight case.\"" Cruise also portrays a guy tough enough to be gentle.    Reacher:    Does Sandy work here?"", ""Store clerk:   What are you, a cop? I'm going to need to see some ID."", ""Reacher:    Go get Sandy."", ""Store Clerk:   Well I need to see something."", ""Reacher:    How about the inside of an ambulance?"", """", ""Great pacing, editing and camera work, in dark, gritty locations."", ""Moves with the momentum of Indiana Jones."", ""Werner Herzog and Robert Duval deliver great performances, In short, The film delivers the goods. You will be pleasantly surprised."" ]";2.0;3.0;2.0;1.0;inf;10
silver-linings-playbook;10;Benarden;/user/Benarden;Dec 25, 2012;"[ ""If you had a \""Rom Com\"" written by John Cassevetes and Woody Allen with the football part of \"" Saturday Night Lights\"""", """", ""- mixing in  the dance Scene from \"" Saturday Night Fever\"" but with a few Double Vodkas thrown in; - quickly You might get a glimmer of how brilliant this very small film is."", ""Loved the Dinner scene, the Diner Scene &"", ""Bradley Cooper nails it."", ""Go !"", ""The Acting on a scale of 1- 10 is a Fifty."" ]";0.0;2.0;0.0;2.0;inf;10
the-way;10;Benarden;/user/Benarden;Oct 13, 2011;"[ ""This afternoon we went to see \""The Way,\"" All four of us found the film to be stunning.  The scenery is breathtaking and the personal stories of both the protagonist  and of the people he meets and travels with;  and the adventures they encounter; - or generate;  are wonderfully realized.  It is a \""road\"" story of the highest caliber.  See it.."" ]";0.0;1.0;0.0;1.0;inf;10
red-tails;10;Benarden;/user/Benarden;Jan 27, 2012;[];2.0;3.0;2.0;1.0;inf;10
parker;10;Benarden;/user/Benarden;Feb 13, 2013;"[ ""The opening shot of \""Parker\"" is a ride at The Ohio State Fair; huge and scary;  that you've just bought a ticket for. Just hang on. ."", ""Based on a Donald Westlake novel (Point Blank,The Hot Rock), With elements of \""Drive\"" and \""Skyfall\"" there's nothing not to like about this film. Back at The fair, you quickly realize there's something very wrong going on here amongst the rides and cotton candy. Jason Statham  a close relation of Wolverine according to the very inventive fight scenes and rapid recovery time, is someone you just don't cross. Jennifer Lopez as a  not a kid anymore\"" Real Estate Agent living with Mom,( Patty Lupone), on a losing streak and slightly crazy, willing to take a big risk  adds a needed character to the story. In addition to phenomena camera work and editing, characters are given a back story with just a few well placed lines.  Clowns, crooked firemen, wild \""Bourne\""-type fight scenes and SCUBA Diving; It's nice to see a film this good actually got made."", ""Rated \""R\"" for Language,  Violence  GHAAAA!!!!  Brief Nudity and Jennifer Lopez taking off her dress."", ""Very, very good."" ]";0.0;0.0;0.0;0.0;inf;10
magic-in-the-moonlight;10;Benarden;/user/Benarden;Aug 17, 2014;"[ ""Magic In The Moonlight is one of Woody Allens better recent films; quite"", """", ""complex,"", ""Worth seeing for the photography alone. Colin Firth and Emma Stone"", ""add something incredibly nice to this."", ""There are all sorts of subtleties and textures in this film, so it's"", ""Not a standard \"" Rom-Com\"" but more like a Whit Stillman ( Metropolitan,"", """", ""Barcelona) type film."", """", ""As good or better than \"" Midnight In Paris.\"""" ]";0.0;0.0;0.0;0.0;inf;10
riddick;10;dougaussie;/user/dougaussie;Sep 17, 2013;"[ ""had my attention for the whole movie, so i was entertained so i got value for money. i'm excited because it leaves the door open to find the planet furia, so Vin get to WORK i want to see the next one. Really this type of movie is Sci fi meets alien monsters kill everybody and still be a hero, it aint no great grasby crap."" ]";0.0;4.0;0.0;4.0;inf;10
mission-impossible---rogue-nation;10;dougaussie;/user/dougaussie;Dec 15, 2015;"[ ""Got the DVD and watched the movie, keeps your attention and well made, but what I liked most was watching the movie extra with the commentary of tom cruise and the director as they go through and explain about different scenes and actors they used, great stuff."" ]";0.0;0.0;0.0;0.0;inf;10
the-dark-knight;9;Xiong;;Jul 22, 2008;"[ ""Excellent action and effects -- of course -- and then some. The plot actually has something new to say about heroes in general, which is a surprise. The film adds depth to the Batman character without destroying the canonical legend. The final twist takes it right out of the common run of summer blockbusters. The only shortcoming, perhaps unavoidable, is the comic book texture all around. Ledger deserves all the credit he's gotten, although none of the other major players allows him to steal the whole show."" ]";0.0;0.0;;;inf;9
the-way-way-back;9;Edeltraud;/user/Edeltraud;Dec  4, 2013;"[ ""Some movies are just meant to tell a little story and not be some big deal. That's all this was and it succeeded. If you can't relate to someone in this movie, well you live a nice life. OK, I would have given this an 8, but honest to dog, it made me cry a little. That never happens. Even the hokey predictable ending was satisfying. The story didn't spin off into some complex plot, it just moved along character-driven, illustrating the pitfalls of blending families. It's the first time I enjoyed Carell, he was believable for a change. I was so happy the kid met Rockwell, everyone needs an adult who isn't a parent."" ]";2.0;2.0;2.0;0.0;inf;9
jupiter-ascending;9;norse;/user/norse;Jun 17, 2015;"[ ""This movie was actually rather good - better than the recent Star Wars/Star Trek claptrap or interstellar, not as great as Ex Machina, but a nice retelling of the Cinderella Story. Great sets and graphics, an ok soundtrack, very decent writing and good performances throughout. I can't understand the negative ratings all over, I'd have been happy to have seen it in a theater."" ]";2.0;3.0;2.0;1.0;inf;9
mission-impossible;9;norse;/user/norse;Aug  3, 2013;"[ ""Actually a great movie  the best of the move reboot. The story is constantly building new surprises into the plotline, the acting is first-rate, the music score is perfect and the special effects are surprisingly good for the time. Glad I rewatched it, the movie hasn't suffered with time."" ]";0.0;0.0;0.0;0.0;inf;9
oblivion;9;norse;/user/norse;Apr 23, 2013;"[ ""An unexpected treasure. I salute the nerve of producers and director to go with a novel and thoughtful story instead of the n-th sequel or reimagining of some previous success. Major Kudos to the parties responsible! The visuals are gorgeous and breathtaking (with consistent visual design reminiscent of Star Wars at its best), a good supporting score, and fine acting. The consistency is significantly above average (with few and insignificant gaffes or inexplicable moments and absolutely no major plot holes  Thank you!), the pacing wasn't frantic or boring with exposition of characters and backstory well-spaced throughout the movie. I'll probably go see it again, just because movies like this are too few and far in between."" ]";9.0;10.0;9.0;1.0;inf;9
star-wars-episode-vii---the-force-awakens;9;norse;/user/norse;Dec 25, 2015;"[ ""I really enjoyed watching this movie, and to be frank, I did not expect to. I have had truly disappointing experiences watching JJA's earlier SF movies, and I expected little from this one. I will admit that the movie liberally copies scenes from the earlier episodes in slightly modified form. And I will admit that there was a scene that had me cringing because it demonstrates such a flawed understanding of physics and scale that it's flabbergasting to think that the people involved in allowing it through into the final product did enjoy at least a high school education."", """", ""Overall, though, the acting and the cast were top-notch, the story was compelling and the realization was beautiful, both visually and musically.There are quite a few deus-ex-machina moments, but that's not fatal for a sci-fi or fantasy flick."", """", ""I had read up on the spoilers before seeing the movie (as I was not originally planning on seeing this in theaters) but had an opportunity to join a larger party, and was very surprised to see myself liking the result a whole lot better than the episodes 1 to 6."", """", ""Partially this is because the movie does not overreach: it's not a deep monumental epos, it keeps things small and does not overexplain - hence a lot remains to be seen (pun intended) in the sequels."", """", ""I for one am looking forward to them."" ]";6.0;31.0;6.0;25.0;inf;9
concussion-2015;9;DOUGK;/user/DOUGK;Jan  1, 2016;"[ ""The movie is excellent, Will Smith does a great job and the other actors do as well. I don't understand why there are so many negative and mediocre reviews. It is an important movie done very well. I'm glad to see Will Smith get a great part, he has matured as an actor and deserves it."" ]";2.0;6.0;2.0;4.0;inf;9
drive;9;Benarden;/user/Benarden;Sep 22, 2011;"[ ""The first 5 minutes of \""Drive\"" is Worth the price of admission ( 6 bucks, if your askin' ) stylish photography, tense, terse with several brilliant scenes within; but the \"" Art House Gore\"" in lieu of a more solid script mars the effort. Rated \""R\"" ( Nudity, language, unsafe driving practices ) \""X\"" for Violence;- - and never, EVER pose a threat to this young mans Girlfriend."" ]";5.0;8.0;5.0;3.0;inf;9
man-of-steel;9;dougaussie;/user/dougaussie;Dec 30, 2014;[];1.0;1.0;1.0;0.0;inf;9
the-maze-runner;9;dougaussie;/user/dougaussie;Jan 26, 2015;"[ ""Missed it at the cinema, so saw it on DVD today. I generally liked this movie, I like mazes. it kept me intrigued right till the end but i'm a little less wiser as to what these kids are? clones? DNA modified humans? its all a big test? hope there is a movie number two."" ]";0.0;1.0;0.0;1.0;inf;9
elysium;8;DannyG;/user/DannyG;Nov  8, 2014;"[ ""Rich Republicans and Their Lackeys Lost In Space! Elysium is the logical conclusion of a Survival-of-the-Fittest philosophy currently espoused by many Republicans, Tea Party fanatics and the apolitical, super rich. Greed and selfishness is the Law-of-the-Land in Elysium! Don't bother healing the critically ill on Earth with amazing life saving technology. If the sick are not one of the rich and powerful living aboard the giant ocean-liner-in-space then let 'em drop dead in the streets! This is a place where Ayn Rand would be King!"", """", ""Elysium is the ultimate gated community! A wet dream for any rich and powerful person who sees the rest of us as a threat. The corporations and their lackeys in government, the courts and the press literally turn the earth into one giant cesspool and then they get to escape to a corporate utopia in outer space! All I can say is: God help us all!"", """", ""Films like Elysium are a wake-up call to help prevent what might actually happens someday if the course the vast majority of the world is on is not changed!"" ]";0.0;0.0;0.0;0.0;inf;8
flight;8;Edeltraud;/user/Edeltraud;Dec  2, 2012;"[ ""A flawed genius with a moral dilemma set against the backdrop of incredible heroics, intertwined with people who may or may not support him, and handsomely portrayed by Denzel. OK, the movie has it's flaws, too, but at least it was less predictable and had a few more surprises than most of the junk out there. The most unrealistic aspect was that the media didn't find Whip as he floundered around at funerals, bars and the crash site. BTW a movie's title doesn't have to be a tell-all. Besides, \""Flight\"" could certainly be metaphorical, too, in this story. I'd have liked a less tidy ending. He could've walked away to face his demons another way, leaving a more ambiguous moral resolution. But it was a good grown up movie without explosions and guns going off every two seconds. You could ask yourself what should he do, what will he do - what would I do? It was really enjoyable not to have a soundtrack that just thumped out what my emotional state was supposed to be all the time, there were several dramatic scenes with no background music at all. I'm not a fan of drugalcohol themes, but this was just a device here - at its core the story was about whether or not our good deeds can stand alone or are they diminished by our bad ones?"" ]";0.0;0.0;0.0;0.0;inf;8
the-voices;8;Edeltraud;/user/Edeltraud;Oct 26, 2017;"[ ""Impossibly, this flick is a comedy, dark comedy, thriller, gore-fest/slasher, psychological thriller, absurdist, romance (and finally, a musical) that sorta, more or less, works. With that mixed genre, the viewer is whipped hither & yon, never quite sure what to expect or what to make of the goings on. The day after I saw it, I liked it even better & have to give it a pretty high score just for originality and the fact that it doesn't go off the rails (at least not in a bad way, you know, where the concept devolves into some annoying miasma of plot twists & artsy imagery.) Not only does The Voices cover all the aforementioned ground, but the film also provides insight into mental illness & childhood trauma in an entertaining way. Ryan Reynolds & Anna Kendrick wouldn't especially draw me to a movie, but they did a nice job here, especially Reynolds in his turn as a Dexter-esque dude. The topic of women getting stalked & slashed is something I'd typically avoid (hate that fetishy vibe & have seen it too much) -- but somehow this turn manages to embrace that theme in a OK way & give it a fresh take."" ]";0.0;0.0;0.0;0.0;inf;8
the-numbers-station;8;norse;/user/norse;Jul 27, 2013;"[ ""Actually a really suspenseful movie  new concept, no overly complex backstory, characters that aren't overexplained. John Cusack carries the movie, the bad guys are bad and believable, the narrative is structured for slow unveil. Worth watching. No clue why the critics hated it."" ]";1.0;1.0;1.0;0.0;inf;8
the-hobbit-the-battle-of-the-five-armies;8;emirbud;/user/emirbud;Mar 18, 2015;"[ ""I am actually quite content with the series. More so than the LOTR series, and the main reason is - I like the casting much better in this series. Choice of actors is far better that the LOTR. Martin Freeman is excellent as Bilbo (as opposed to Frodo in LOTR who was awful), and Luke Evans should have been Aragorn in LOTR, however he's excellent as Bard. The others are just fine. I did not read the book - Hobbit (I tried, I just couldn't go on), and I think the movie is much better than the book, as opposed to LOTR where it's quite the opposite. Overall, fine trilogy."" ]";0.0;1.0;0.0;1.0;inf;8
total-recall-2012;8;dougaussie;/user/dougaussie;Jul 29, 2014;"[ ""Saw it on TV, why I didn't go to the movies was I saw the original, this is not like the original. Arnold in the original gives the whole movie a different quality and movie A was a sci fi whereas movie B, this one, is more future tech. They could have easily dropped some elements and called this movie memory war or something. Action was good but not overly believable and some aspects of the future like going through the centre of the earth and the rest of the world being uninhabitable were far fetched, if the rest of the world was poisoned I would like to have seen mutants. Anyway not great but I watched it with interest, so when a movie keeps your attention its pretty good."" ]";1.0;1.0;1.0;0.0;inf;8
iron-man-3;8;dougaussie;/user/dougaussie;Jun 25, 2013;"[ ""i love iron man movies, but i feel they take these super movies and try to really go over the top with special effects trying to outdo the last one. There is no way in reality for a man to jump and a suit join to him, see it's nonsense, that's what spoils it. I think they could have made a better movie if it would have been a more simple one but smart."" ]";0.0;1.0;0.0;1.0;inf;8
guardians-of-the-galaxy;8;dougaussie;/user/dougaussie;Aug 12, 2014;[];0.0;2.0;0.0;2.0;inf;8
